"","supplysector","subsector","technology","year","input.capital","capital.overnight","fixed.charge.rate"
"742","base load generation","refined liquids","refined liquids_base_CC_CCS",2070,"capital",530,0.13
"743","base load generation","refined liquids","refined liquids_base_CC_CCS",2075,"capital",523,0.13
"744","base load generation","refined liquids","refined liquids_base_CC_CCS",2080,"capital",518,0.13
"745","base load generation","refined liquids","refined liquids_base_CC_CCS",2085,"capital",514,0.13
"746","base load generation","refined liquids","refined liquids_base_CC_CCS",2090,"capital",510,0.13
"747","base load generation","refined liquids","refined liquids_base_CC_CCS",2095,"capital",507,0.13
"748","base load generation","refined liquids","refined liquids_base_CC_CCS",2100,"capital",504,0.13
"749","intermediate generation","refined liquids","refined liquids_int_steam/CT",1975,"capital",246,0.13
"750","intermediate generation","refined liquids","refined liquids_int_steam/CT",1990,"capital",246,0.13
"751","intermediate generation","refined liquids","refined liquids_int_steam/CT",2005,"capital",246,0.13
"752","intermediate generation","refined liquids","refined liquids_int_steam/CT",2010,"capital",246,0.13
"753","intermediate generation","refined liquids","refined liquids_int_steam/CT",2015,"capital",246,0.13
"754","intermediate generation","refined liquids","refined liquids_int_steam/CT",2020,"capital",239,0.13
"755","intermediate generation","refined liquids","refined liquids_int_steam/CT",2025,"capital",232,0.13
"756","intermediate generation","refined liquids","refined liquids_int_steam/CT",2030,"capital",228,0.13
"757","intermediate generation","refined liquids","refined liquids_int_steam/CT",2035,"capital",224,0.13
"758","intermediate generation","refined liquids","refined liquids_int_steam/CT",2040,"capital",221,0.13
"759","intermediate generation","refined liquids","refined liquids_int_steam/CT",2045,"capital",219,0.13
"760","intermediate generation","refined liquids","refined liquids_int_steam/CT",2050,"capital",218,0.13
"761","intermediate generation","refined liquids","refined liquids_int_steam/CT",2055,"capital",216,0.13
"762","intermediate generation","refined liquids","refined liquids_int_steam/CT",2060,"capital",215,0.13
"763","intermediate generation","refined liquids","refined liquids_int_steam/CT",2065,"capital",214,0.13
"764","intermediate generation","refined liquids","refined liquids_int_steam/CT",2070,"capital",214,0.13
"765","intermediate generation","refined liquids","refined liquids_int_steam/CT",2075,"capital",213,0.13
"766","intermediate generation","refined liquids","refined liquids_int_steam/CT",2080,"capital",213,0.13
"767","intermediate generation","refined liquids","refined liquids_int_steam/CT",2085,"capital",213,0.13
"768","intermediate generation","refined liquids","refined liquids_int_steam/CT",2090,"capital",213,0.13
"769","intermediate generation","refined liquids","refined liquids_int_steam/CT",2095,"capital",212,0.13
"770","intermediate generation","refined liquids","refined liquids_int_steam/CT",2100,"capital",212,0.13
"771","intermediate generation","refined liquids","refined liquids_int_CC",1975,"capital",288,0.13
"772","intermediate generation","refined liquids","refined liquids_int_CC",1990,"capital",288,0.13
"773","intermediate generation","refined liquids","refined liquids_int_CC",2005,"capital",288,0.13
"774","intermediate generation","refined liquids","refined liquids_int_CC",2010,"capital",288,0.13
"775","intermediate generation","refined liquids","refined liquids_int_CC",2015,"capital",288,0.13
"776","intermediate generation","refined liquids","refined liquids_int_CC",2020,"capital",262,0.13
"777","intermediate generation","refined liquids","refined liquids_int_CC",2025,"capital",246,0.13
"778","intermediate generation","refined liquids","refined liquids_int_CC",2030,"capital",235,0.13
"779","intermediate generation","refined liquids","refined liquids_int_CC",2035,"capital",227,0.13
"780","intermediate generation","refined liquids","refined liquids_int_CC",2040,"capital",222,0.13
"781","intermediate generation","refined liquids","refined liquids_int_CC",2045,"capital",219,0.13
"782","intermediate generation","refined liquids","refined liquids_int_CC",2050,"capital",217,0.13
"783","intermediate generation","refined liquids","refined liquids_int_CC",2055,"capital",216,0.13
"784","intermediate generation","refined liquids","refined liquids_int_CC",2060,"capital",215,0.13
"785","intermediate generation","refined liquids","refined liquids_int_CC",2065,"capital",214,0.13
"786","intermediate generation","refined liquids","refined liquids_int_CC",2070,"capital",214,0.13
"787","intermediate generation","refined liquids","refined liquids_int_CC",2075,"capital",214,0.13
"788","intermediate generation","refined liquids","refined liquids_int_CC",2080,"capital",213,0.13
"789","intermediate generation","refined liquids","refined liquids_int_CC",2085,"capital",213,0.13
"790","intermediate generation","refined liquids","refined liquids_int_CC",2090,"capital",213,0.13
"791","intermediate generation","refined liquids","refined liquids_int_CC",2095,"capital",213,0.13
"792","intermediate generation","refined liquids","refined liquids_int_CC",2100,"capital",213,0.13
"793","intermediate generation","refined liquids","refined liquids_int_CC_CCS",1975,"capital",716,0.13
"794","intermediate generation","refined liquids","refined liquids_int_CC_CCS",1990,"capital",716,0.13
"795","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2005,"capital",716,0.13
"796","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2010,"capital",716,0.13
"797","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2015,"capital",716,0.13
"798","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2020,"capital",683,0.13
"799","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2025,"capital",655,0.13
"800","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2030,"capital",632,0.13
"801","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2035,"capital",611,0.13
"802","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2040,"capital",594,0.13
"803","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2045,"capital",578,0.13
"804","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2050,"capital",565,0.13
"805","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2055,"capital",554,0.13
"806","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2060,"capital",545,0.13
"807","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2065,"capital",537,0.13
"808","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2070,"capital",530,0.13
"809","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2075,"capital",523,0.13
"810","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2080,"capital",518,0.13
"811","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2085,"capital",514,0.13
"812","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2090,"capital",510,0.13
"813","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2095,"capital",507,0.13
"814","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2100,"capital",504,0.13
"815","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",1975,"capital",246,0.13
"816","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",1990,"capital",246,0.13
"817","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2005,"capital",246,0.13
"818","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2010,"capital",246,0.13
"819","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2015,"capital",246,0.13
"820","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2020,"capital",239,0.13
"821","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2025,"capital",232,0.13
"822","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2030,"capital",228,0.13
"823","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2035,"capital",224,0.13
"824","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2040,"capital",221,0.13
"825","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2045,"capital",219,0.13
"826","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2050,"capital",218,0.13
"827","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2055,"capital",216,0.13
"828","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2060,"capital",215,0.13
"829","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2065,"capital",214,0.13
"830","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2070,"capital",214,0.13
"831","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2075,"capital",213,0.13
"832","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2080,"capital",213,0.13
"833","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2085,"capital",213,0.13
"834","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2090,"capital",213,0.13
"835","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2095,"capital",212,0.13
"836","subpeak generation","refined liquids","refined liquids_subpeak_steam/CT",2100,"capital",212,0.13
"837","subpeak generation","refined liquids","refined liquids_subpeak_CC",1975,"capital",288,0.13
"838","subpeak generation","refined liquids","refined liquids_subpeak_CC",1990,"capital",288,0.13
"839","subpeak generation","refined liquids","refined liquids_subpeak_CC",2005,"capital",288,0.13
"840","subpeak generation","refined liquids","refined liquids_subpeak_CC",2010,"capital",288,0.13
"841","subpeak generation","refined liquids","refined liquids_subpeak_CC",2015,"capital",288,0.13
"842","subpeak generation","refined liquids","refined liquids_subpeak_CC",2020,"capital",262,0.13
"843","subpeak generation","refined liquids","refined liquids_subpeak_CC",2025,"capital",246,0.13
"844","subpeak generation","refined liquids","refined liquids_subpeak_CC",2030,"capital",235,0.13
"845","subpeak generation","refined liquids","refined liquids_subpeak_CC",2035,"capital",227,0.13
"846","subpeak generation","refined liquids","refined liquids_subpeak_CC",2040,"capital",222,0.13
"847","subpeak generation","refined liquids","refined liquids_subpeak_CC",2045,"capital",219,0.13
"848","subpeak generation","refined liquids","refined liquids_subpeak_CC",2050,"capital",217,0.13
"849","subpeak generation","refined liquids","refined liquids_subpeak_CC",2055,"capital",216,0.13
"850","subpeak generation","refined liquids","refined liquids_subpeak_CC",2060,"capital",215,0.13
"851","subpeak generation","refined liquids","refined liquids_subpeak_CC",2065,"capital",214,0.13
"852","subpeak generation","refined liquids","refined liquids_subpeak_CC",2070,"capital",214,0.13
"853","subpeak generation","refined liquids","refined liquids_subpeak_CC",2075,"capital",214,0.13
"854","subpeak generation","refined liquids","refined liquids_subpeak_CC",2080,"capital",213,0.13
"855","subpeak generation","refined liquids","refined liquids_subpeak_CC",2085,"capital",213,0.13
"856","subpeak generation","refined liquids","refined liquids_subpeak_CC",2090,"capital",213,0.13
"857","subpeak generation","refined liquids","refined liquids_subpeak_CC",2095,"capital",213,0.13
"858","subpeak generation","refined liquids","refined liquids_subpeak_CC",2100,"capital",213,0.13
"859","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",1975,"capital",716,0.13
"860","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",1990,"capital",716,0.13
"861","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2005,"capital",716,0.13
"862","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2010,"capital",716,0.13
"863","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2015,"capital",716,0.13
"864","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2020,"capital",683,0.13
"865","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2025,"capital",655,0.13
"866","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2030,"capital",632,0.13
"867","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2035,"capital",611,0.13
"868","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2040,"capital",594,0.13
"869","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2045,"capital",578,0.13
"870","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2050,"capital",565,0.13
"871","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2055,"capital",554,0.13
"872","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2060,"capital",545,0.13
"873","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2065,"capital",537,0.13
"874","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2070,"capital",530,0.13
"875","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2075,"capital",523,0.13
"876","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2080,"capital",518,0.13
"877","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2085,"capital",514,0.13
"878","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2090,"capital",510,0.13
"879","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2095,"capital",507,0.13
"880","subpeak generation","refined liquids","refined liquids_subpeak_CC_CCS",2100,"capital",504,0.13
"881","peak generation","refined liquids","refined liquids_peak_steam/CT",1975,"capital",246,0.13
"882","peak generation","refined liquids","refined liquids_peak_steam/CT",1990,"capital",246,0.13
"883","peak generation","refined liquids","refined liquids_peak_steam/CT",2005,"capital",246,0.13
"884","peak generation","refined liquids","refined liquids_peak_steam/CT",2010,"capital",246,0.13
"885","peak generation","refined liquids","refined liquids_peak_steam/CT",2015,"capital",246,0.13
"886","peak generation","refined liquids","refined liquids_peak_steam/CT",2020,"capital",239,0.13
"887","peak generation","refined liquids","refined liquids_peak_steam/CT",2025,"capital",232,0.13
"888","peak generation","refined liquids","refined liquids_peak_steam/CT",2030,"capital",228,0.13
"889","peak generation","refined liquids","refined liquids_peak_steam/CT",2035,"capital",224,0.13
"890","peak generation","refined liquids","refined liquids_peak_steam/CT",2040,"capital",221,0.13
"891","peak generation","refined liquids","refined liquids_peak_steam/CT",2045,"capital",219,0.13
"892","peak generation","refined liquids","refined liquids_peak_steam/CT",2050,"capital",218,0.13
"893","peak generation","refined liquids","refined liquids_peak_steam/CT",2055,"capital",216,0.13
"894","peak generation","refined liquids","refined liquids_peak_steam/CT",2060,"capital",215,0.13
"895","peak generation","refined liquids","refined liquids_peak_steam/CT",2065,"capital",214,0.13
"896","peak generation","refined liquids","refined liquids_peak_steam/CT",2070,"capital",214,0.13
"897","peak generation","refined liquids","refined liquids_peak_steam/CT",2075,"capital",213,0.13
"898","peak generation","refined liquids","refined liquids_peak_steam/CT",2080,"capital",213,0.13
"899","peak generation","refined liquids","refined liquids_peak_steam/CT",2085,"capital",213,0.13
"900","peak generation","refined liquids","refined liquids_peak_steam/CT",2090,"capital",213,0.13
"901","peak generation","refined liquids","refined liquids_peak_steam/CT",2095,"capital",212,0.13
"902","peak generation","refined liquids","refined liquids_peak_steam/CT",2100,"capital",212,0.13
"903","peak generation","refined liquids","refined liquids_peak_CC",1975,"capital",288,0.13
"904","peak generation","refined liquids","refined liquids_peak_CC",1990,"capital",288,0.13
"905","peak generation","refined liquids","refined liquids_peak_CC",2005,"capital",288,0.13
"906","peak generation","refined liquids","refined liquids_peak_CC",2010,"capital",288,0.13
"907","peak generation","refined liquids","refined liquids_peak_CC",2015,"capital",288,0.13
"908","peak generation","refined liquids","refined liquids_peak_CC",2020,"capital",262,0.13
"909","peak generation","refined liquids","refined liquids_peak_CC",2025,"capital",246,0.13
"910","peak generation","refined liquids","refined liquids_peak_CC",2030,"capital",235,0.13
"911","peak generation","refined liquids","refined liquids_peak_CC",2035,"capital",227,0.13
"912","peak generation","refined liquids","refined liquids_peak_CC",2040,"capital",222,0.13
"913","peak generation","refined liquids","refined liquids_peak_CC",2045,"capital",219,0.13
"914","peak generation","refined liquids","refined liquids_peak_CC",2050,"capital",217,0.13
"915","peak generation","refined liquids","refined liquids_peak_CC",2055,"capital",216,0.13
"916","peak generation","refined liquids","refined liquids_peak_CC",2060,"capital",215,0.13
"917","peak generation","refined liquids","refined liquids_peak_CC",2065,"capital",214,0.13
"918","peak generation","refined liquids","refined liquids_peak_CC",2070,"capital",214,0.13
"919","peak generation","refined liquids","refined liquids_peak_CC",2075,"capital",214,0.13
"920","peak generation","refined liquids","refined liquids_peak_CC",2080,"capital",213,0.13
"921","peak generation","refined liquids","refined liquids_peak_CC",2085,"capital",213,0.13
"922","peak generation","refined liquids","refined liquids_peak_CC",2090,"capital",213,0.13
"923","peak generation","refined liquids","refined liquids_peak_CC",2095,"capital",213,0.13
"924","peak generation","refined liquids","refined liquids_peak_CC",2100,"capital",213,0.13
"925","peak generation","refined liquids","refined liquids_peak_CC_CCS",1975,"capital",716,0.13
"926","peak generation","refined liquids","refined liquids_peak_CC_CCS",1990,"capital",716,0.13
"927","peak generation","refined liquids","refined liquids_peak_CC_CCS",2005,"capital",716,0.13
"928","peak generation","refined liquids","refined liquids_peak_CC_CCS",2010,"capital",716,0.13
"929","peak generation","refined liquids","refined liquids_peak_CC_CCS",2015,"capital",716,0.13
"930","peak generation","refined liquids","refined liquids_peak_CC_CCS",2020,"capital",683,0.13
"931","peak generation","refined liquids","refined liquids_peak_CC_CCS",2025,"capital",655,0.13
"932","peak generation","refined liquids","refined liquids_peak_CC_CCS",2030,"capital",632,0.13
"933","peak generation","refined liquids","refined liquids_peak_CC_CCS",2035,"capital",611,0.13
"934","peak generation","refined liquids","refined liquids_peak_CC_CCS",2040,"capital",594,0.13
"935","peak generation","refined liquids","refined liquids_peak_CC_CCS",2045,"capital",578,0.13
"936","peak generation","refined liquids","refined liquids_peak_CC_CCS",2050,"capital",565,0.13
"937","peak generation","refined liquids","refined liquids_peak_CC_CCS",2055,"capital",554,0.13
"938","peak generation","refined liquids","refined liquids_peak_CC_CCS",2060,"capital",545,0.13
"939","peak generation","refined liquids","refined liquids_peak_CC_CCS",2065,"capital",537,0.13
"940","peak generation","refined liquids","refined liquids_peak_CC_CCS",2070,"capital",530,0.13
"941","peak generation","refined liquids","refined liquids_peak_CC_CCS",2075,"capital",523,0.13
"942","peak generation","refined liquids","refined liquids_peak_CC_CCS",2080,"capital",518,0.13
"943","peak generation","refined liquids","refined liquids_peak_CC_CCS",2085,"capital",514,0.13
"944","peak generation","refined liquids","refined liquids_peak_CC_CCS",2090,"capital",510,0.13
"945","peak generation","refined liquids","refined liquids_peak_CC_CCS",2095,"capital",507,0.13
"946","peak generation","refined liquids","refined liquids_peak_CC_CCS",2100,"capital",504,0.13
"947","base load generation","solar","PV_base_storage",1975,"capital",1896,0.13
"948","base load generation","solar","PV_base_storage",1990,"capital",1896,0.13
"949","base load generation","solar","PV_base_storage",2005,"capital",1896,0.13
"950","base load generation","solar","PV_base_storage",2010,"capital",1896,0.13
"951","base load generation","solar","PV_base_storage",2015,"capital",1896,0.13
"952","base load generation","solar","PV_base_storage",2020,"capital",1533,0.13
"953","base load generation","solar","PV_base_storage",2025,"capital",1266,0.13
"954","base load generation","solar","PV_base_storage",2030,"capital",1071,0.13
"955","base load generation","solar","PV_base_storage",2035,"capital",927,0.13
"956","base load generation","solar","PV_base_storage",2040,"capital",822,0.13
"957","base load generation","solar","PV_base_storage",2045,"capital",744,0.13
"958","base load generation","solar","PV_base_storage",2050,"capital",687,0.13
"959","base load generation","solar","PV_base_storage",2055,"capital",646,0.13
"960","base load generation","solar","PV_base_storage",2060,"capital",615,0.13
"961","base load generation","solar","PV_base_storage",2065,"capital",593,0.13
"962","base load generation","solar","PV_base_storage",2070,"capital",576,0.13
"963","base load generation","solar","PV_base_storage",2075,"capital",564,0.13
"964","base load generation","solar","PV_base_storage",2080,"capital",555,0.13
"965","base load generation","solar","PV_base_storage",2085,"capital",549,0.13
"966","base load generation","solar","PV_base_storage",2090,"capital",544,0.13
"967","base load generation","solar","PV_base_storage",2095,"capital",541,0.13
"968","base load generation","solar","PV_base_storage",2100,"capital",538,0.13
"969","base load generation","solar","CSP_base_storage",1975,"capital",2270,0.13
"970","base load generation","solar","CSP_base_storage",1990,"capital",2270,0.13
"971","base load generation","solar","CSP_base_storage",2005,"capital",2270,0.13
"972","base load generation","solar","CSP_base_storage",2010,"capital",2270,0.13
"973","base load generation","solar","CSP_base_storage",2015,"capital",2270,0.13
"974","base load generation","solar","CSP_base_storage",2020,"capital",1835,0.13
"975","base load generation","solar","CSP_base_storage",2025,"capital",1532,0.13
"976","base load generation","solar","CSP_base_storage",2030,"capital",1322,0.13
"977","base load generation","solar","CSP_base_storage",2035,"capital",1175,0.13
"978","base load generation","solar","CSP_base_storage",2040,"capital",1073,0.13
"979","base load generation","solar","CSP_base_storage",2045,"capital",1002,0.13
"980","base load generation","solar","CSP_base_storage",2050,"capital",953,0.13
"981","base load generation","solar","CSP_base_storage",2055,"capital",918,0.13
"982","base load generation","solar","CSP_base_storage",2060,"capital",895,0.13
"983","base load generation","solar","CSP_base_storage",2065,"capital",878,0.13
"984","base load generation","solar","CSP_base_storage",2070,"capital",866,0.13
"985","base load generation","solar","CSP_base_storage",2075,"capital",858,0.13
"986","base load generation","solar","CSP_base_storage",2080,"capital",853,0.13
"987","base load generation","solar","CSP_base_storage",2085,"capital",849,0.13
"988","base load generation","solar","CSP_base_storage",2090,"capital",846,0.13
"989","base load generation","solar","CSP_base_storage",2095,"capital",844,0.13
"990","base load generation","solar","CSP_base_storage",2100,"capital",843,0.13
"991","base load generation","wind","wind_base_storage",1975,"capital",1681,0.13
"992","base load generation","wind","wind_base_storage",1990,"capital",1681,0.13
"993","base load generation","wind","wind_base_storage",2005,"capital",1681,0.13
"994","base load generation","wind","wind_base_storage",2010,"capital",1681,0.13
"995","base load generation","wind","wind_base_storage",2015,"capital",1681,0.13
"996","base load generation","wind","wind_base_storage",2020,"capital",1426,0.13
"997","base load generation","wind","wind_base_storage",2025,"capital",1229,0.13
"998","base load generation","wind","wind_base_storage",2030,"capital",1076,0.13
"999","base load generation","wind","wind_base_storage",2035,"capital",958,0.13
"1000","base load generation","wind","wind_base_storage",2040,"capital",867,0.13
"1001","base load generation","wind","wind_base_storage",2045,"capital",796,0.13
"1002","base load generation","wind","wind_base_storage",2050,"capital",742,0.13
"1003","base load generation","wind","wind_base_storage",2055,"capital",699,0.13
"1004","base load generation","wind","wind_base_storage",2060,"capital",667,0.13
"1005","base load generation","wind","wind_base_storage",2065,"capital",641,0.13
"1006","base load generation","wind","wind_base_storage",2070,"capital",622,0.13
"1007","base load generation","wind","wind_base_storage",2075,"capital",606,0.13
"1008","base load generation","wind","wind_base_storage",2080,"capital",595,0.13
"1009","base load generation","wind","wind_base_storage",2085,"capital",586,0.13
"1010","base load generation","wind","wind_base_storage",2090,"capital",579,0.13
"1011","base load generation","wind","wind_base_storage",2095,"capital",573,0.13
"1012","base load generation","wind","wind_base_storage",2100,"capital",569,0.13
"1013","peak generation","grid_storage","battery",1975,"capital",615,0.13
"1014","peak generation","grid_storage","battery",1990,"capital",615,0.13
"1015","peak generation","grid_storage","battery",2005,"capital",615,0.13
"1016","peak generation","grid_storage","battery",2010,"capital",615,0.13
"1017","peak generation","grid_storage","battery",2015,"capital",615,0.13
"1018","peak generation","grid_storage","battery",2020,"capital",497,0.13
"1019","peak generation","grid_storage","battery",2025,"capital",415,0.13
"1020","peak generation","grid_storage","battery",2030,"capital",358,0.13
"1021","peak generation","grid_storage","battery",2035,"capital",318,0.13
"1022","peak generation","grid_storage","battery",2040,"capital",291,0.13
"1023","peak generation","grid_storage","battery",2045,"capital",271,0.13
"1024","peak generation","grid_storage","battery",2050,"capital",258,0.13
"1025","peak generation","grid_storage","battery",2055,"capital",249,0.13
"1026","peak generation","grid_storage","battery",2060,"capital",242,0.13
"1027","peak generation","grid_storage","battery",2065,"capital",238,0.13
"1028","peak generation","grid_storage","battery",2070,"capital",235,0.13
"1029","peak generation","grid_storage","battery",2075,"capital",232,0.13
"1030","peak generation","grid_storage","battery",2080,"capital",231,0.13
"1031","peak generation","grid_storage","battery",2085,"capital",230,0.13
"1032","peak generation","grid_storage","battery",2090,"capital",229,0.13
"1033","peak generation","grid_storage","battery",2095,"capital",229,0.13
"1034","peak generation","grid_storage","battery",2100,"capital",228,0.13
